	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
EIF3F	2.21715646004795e-13	0.255997363278581	0.485	0.431	5.7847829199111e-09	Proliferative NK/T cells	EIF3F
ATRX1	2.30263975276849e-13	0.260872645553372	0.467	0.401	6.00781737894826e-09	Proliferative NK/T cells	ATRX
PIK3R1	2.53103320646128e-13	0.344585729392513	0.404	0.345	6.60371873897813e-09	Proliferative NK/T cells	PIK3R1
RNASEH2C	7.72914601443371e-13	0.268496020180795	0.312	0.244	2.0166114866259e-08	Proliferative NK/T cells	RNASEH2C
HNRNPAB	9.21670338809575e-13	0.31402202066448	0.406	0.355	2.40473008098806e-08	Proliferative NK/T cells	HNRNPAB
SYNCRIP1	4.24222763965917e-12	0.264601789466918	0.439	0.393	1.10683961346348e-07	Proliferative NK/T cells	SYNCRIP
MIEN1	8.37493924428847e-12	0.290577030398514	0.508	0.467	2.1851053982273e-07	Proliferative NK/T cells	MIEN1
SNU131	1.08152467372834e-11	0.304690446266421	0.573	0.561	2.8218060262246e-07	Proliferative NK/T cells	SNU13
PRPF40A	1.93612889655733e-11	0.25583737445132	0.606	0.591	5.05155390400772e-07	Proliferative NK/T cells	PRPF40A
LSM2	2.51491235529598e-11	0.285192721526194	0.394	0.342	6.56165782620275e-07	Proliferative NK/T cells	LSM2
EIF3G	2.75155219369557e-10	0.259735421453252	0.472	0.435	7.17907482857112e-06	Proliferative NK/T cells	EIF3G
PSMB3	5.19271142961837e-10	0.25413483802182	0.698	0.732	1.35483033910173e-05	Proliferative NK/T cells	PSMB3
MRPL51	5.68203644792978e-10	0.274388417456072	0.575	0.563	1.48250012962936e-05	Proliferative NK/T cells	MRPL51
PSMA5	7.18624519883355e-10	0.265234082624232	0.447	0.411	1.87496323482766e-05	Proliferative NK/T cells	PSMA5
TMEM160	1.0757184287488e-09	0.288445941084053	0.406	0.364	2.80665695244849e-05	Proliferative NK/T cells	TMEM160
SLTM	1.1564840755641e-09	0.259008266861512	0.404	0.36	3.01738260155428e-05	Proliferative NK/T cells	SLTM
FUS	1.62196019680827e-09	0.276577372317193	0.48	0.449	4.23185634949246e-05	Proliferative NK/T cells	FUS
KRT101	3.0412539980881e-09	0.272532147287654	0.492	0.467	7.93493580641166e-05	Proliferative NK/T cells	KRT10
ANP32A1	5.54257764234307e-09	0.279248191036647	0.516	0.511	0.000144611393266373	Proliferative NK/T cells	ANP32A
EIF2S21	5.83878499935937e-09	0.251742081516301	0.619	0.621	0.000152339739418285	Proliferative NK/T cells	EIF2S2
ERH	5.04741313179086e-07	0.254326792050905	0.591	0.61	0.0131692056021555	Proliferative NK/T cells	ERH
BTG21	3.33752807263756e-05	0.389192402419159	0.306	0.271	0.870794449431867	Proliferative NK/T cells	BTG2
JUN1	5.85705265059691e-05	0.429053826731269	0.707	0.735	1	Proliferative NK/T cells	JUN
ARL6IP1	0.000162174091185047	0.282894472431082	0.471	0.476	1	Proliferative NK/T cells	ARL6IP1
H1FX1	0.000211613444486915	0.307342073163132	0.426	0.408	1	Proliferative NK/T cells	H1FX
IGHG1	0	7.63419044774952	0.663	0.293	0	Plasma B cells	IGHG1
IGHGP	0	5.36655484784404	0.356	0.039	0	Plasma B cells	IGHGP
IGHG2	0	4.36718080789578	0.308	0.028	0	Plasma B cells	IGHG2
MZB1	0	4.14853976250953	0.664	0.045	0	Plasma B cells	MZB1
JCHAIN	0	4.02763627790444	0.484	0.046	0	Plasma B cells	JCHAIN
CD79A	0	1.74026628966948	0.578	0.019	0	Plasma B cells	CD79A
DERL3	0	1.72996481691109	0.526	0.023	0	Plasma B cells	DERL3
ISG201	0	1.65170810971833	0.652	0.229	0	Plasma B cells	ISG20
ITM2C	0	1.50888921054011	0.594	0.153	0	Plasma B cells	ITM2C
PIM2	0	1.29977989476904	0.509	0.063	0	Plasma B cells	PIM2
FKBP11	0	1.0989568148806	0.485	0.091	0	Plasma B cells	FKBP11
POU2AF1	0	0.792761354988	0.382	0.007	0	Plasma B cells	POU2AF1
FAM46C	0	0.78754787719093	0.392	0.037	0	Plasma B cells	FAM46C
CD27	0	0.776315784628429	0.338	0.028	0	Plasma B cells	CD27
TNFRSF17	0	0.710741813823686	0.295	0.003	0	Plasma B cells	TNFRSF17
HSH2D	0	0.667235853602113	0.374	0.051	0	Plasma B cells	HSH2D
ANKRD36BP2	0	0.629621630862136	0.271	0.003	0	Plasma B cells	ANKRD36BP2
FCRL5	0	0.567341136496773	0.291	0.004	0	Plasma B cells	FCRL5
ZBP1	0	0.502187595474102	0.271	0.014	0	Plasma B cells	ZBP1
CD38	2.86561680243772e-269	0.750286203252013	0.389	0.087	7.47668079924025e-265	Plasma B cells	CD38
SLAMF7	1.69494893141052e-268	0.729396889338271	0.457	0.115	4.42229125694317e-264	Plasma B cells	SLAMF7
SSR4	1.83622241743098e-264	2.112179157	0.925	0.792	4.79088790931918e-260	Plasma B cells	SSR4
IGHG3	9.25124025817754e-249	7.27706264135262	0.624	0.295	2.4137410957611e-244	Plasma B cells	IGHG3
CD79B1	3.63517827212511e-237	0.626898454924213	0.32	0.065	9.48454362980162e-233	Plasma B cells	CD79B
SEL1L3	4.40433929017116e-230	0.702477113775321	0.386	0.099	1.14913616419856e-225	Plasma B cells	SEL1L3
SEC11C1	1.67501506624123e-226	1.45121445382859	0.774	0.477	4.37028180933e-222	Plasma B cells	SEC11C
IGLC3	9.12059573626804e-216	6.76403917413817	0.329	0.079	2.37965463354969e-211	Plasma B cells	IGLC3
IGKC	3.87295672730662e-209	7.54639926075672	0.737	0.474	1.01049313972157e-204	Plasma B cells	IGKC
XBP11	7.45891212984605e-198	1.32921377830091	0.855	0.601	1.94610476379813e-193	Plasma B cells	XBP1
IGHG4	1.44819326706745e-186	7.45194964873991	0.677	0.425	3.77848105310569e-182	Plasma B cells	IGHG4
AC243960.11	7.99886750433189e-186	0.545059587766361	0.283	0.063	2.08698452055523e-181	Plasma B cells	AC243960.1
TMEM156	1.35443968994e-184	0.497467989404347	0.279	0.062	3.53386859502246e-180	Plasma B cells	TMEM156
RAB30	1.66453535445233e-182	0.405397108697451	0.262	0.056	4.34293919330157e-178	Plasma B cells	RAB30
IGLC2	1.31067240954637e-175	7.91599073031458	0.571	0.282	3.41967538374743e-171	Plasma B cells	IGLC2
BTG22	3.9372393490934e-131	0.883239208229718	0.543	0.258	1.02726511857196e-126	Plasma B cells	BTG2
TP53INP1	8.60947656913528e-126	0.533651659976129	0.326	0.109	2.24629853165309e-121	Plasma B cells	TP53INP1
GNG7	2.875481883747e-122	0.333284209260024	0.25	0.068	7.50241978288431e-118	Plasma B cells	GNG7
IGHM	1.15308065134962e-116	5.99616820323335	0.489	0.256	3.0085027274363e-112	Plasma B cells	IGHM
PRDX41	2.7461214401426e-116	0.909775529729528	0.656	0.418	7.16490544947607e-112	Plasma B cells	PRDX4
IGHA1	4.76168554066454e-116	5.6225559653479	0.385	0.162	1.24237137441479e-111	Plasma B cells	IGHA1
UBE2J11	1.76718529231037e-104	0.663295767248648	0.457	0.222	4.61076314616698e-100	Plasma B cells	UBE2J1
KLF13	2.78631763250596e-104	0.431071426778141	0.31	0.111	7.26978133497131e-100	Plasma B cells	KLF13
PLPP5	1.76342821595597e-100	0.496290053917779	0.368	0.153	4.60096055825071e-96	Plasma B cells	PLPP5
HERPUD11	1.74847313816074e-95	1.08326974658625	0.759	0.576	4.56194126477519e-91	Plasma B cells	HERPUD1
TXNDC11	9.38281095908272e-95	0.433730131211364	0.341	0.137	2.44806920733427e-90	Plasma B cells	TXNDC11
ERN11	3.20680955289015e-85	0.455728077775734	0.342	0.145	8.36688680444568e-81	Plasma B cells	ERN1
FBXW7	3.46055554792341e-82	0.336630495738947	0.267	0.098	9.02893548008697e-78	Plasma B cells	FBXW7
HSP90B11	8.19180521081421e-78	0.866460099761265	0.981	0.944	2.13732389755354e-73	Plasma B cells	HSP90B1
ERLEC1	9.6924721510137e-76	0.657196415195499	0.594	0.397	2.52886290892098e-71	Plasma B cells	ERLEC1
PRDM11	2.04353383778563e-75	0.489176803336001	0.35	0.157	5.33178413616648e-71	Plasma B cells	PRDM1
MANF	1.76504240131821e-71	0.541447453989621	0.47	0.265	4.60517212927934e-67	Plasma B cells	MANF
SDF2L11	5.48243387372077e-70	0.672299183653299	0.597	0.393	1.43042182199249e-65	Plasma B cells	SDF2L1
SPATS2	7.20490837524779e-68	0.330535655033084	0.288	0.122	1.8798326441859e-63	Plasma B cells	SPATS2
HIST1H1D1	1.49808063660798e-64	0.559718444389724	0.281	0.118	3.90864218897389e-60	Plasma B cells	HIST1H1D
SPCS3	1.07388118061919e-63	0.744051307389684	0.663	0.509	2.80186338835352e-59	Plasma B cells	SPCS3
LMAN11	5.11779310303828e-62	0.583151888714151	0.705	0.548	1.33528339851372e-57	Plasma B cells	LMAN1
TPD52	9.66268726188568e-59	0.31318378705393	0.345	0.172	2.52109173349859e-54	Plasma B cells	TPD52
CRELD2	8.18310869392588e-53	0.3491639878089	0.339	0.174	2.1350548893322e-48	Plasma B cells	CRELD2
FKBP21	7.24519175123423e-52	0.510137454337106	0.758	0.6	1.89034297981452e-47	Plasma B cells	FKBP2
PCED1B-AS11	1.90731118993281e-49	0.295747898116053	0.304	0.147	4.97636562565369e-45	Plasma B cells	PCED1B-AS1
ELL2	9.022754604271e-45	0.401080243902831	0.406	0.245	2.35412690380035e-40	Plasma B cells	ELL2
CYBA1	3.41380818327913e-43	0.477252213474161	0.729	0.527	8.90696693099358e-39	Plasma B cells	CYBA
RALGPS21	3.45237611101589e-43	0.308576157817	0.303	0.158	9.00759451125156e-39	Plasma B cells	RALGPS2
SPCS11	5.12787926304244e-42	0.474431842820114	0.746	0.647	1.3379149785204e-37	Plasma B cells	SPCS1
SSR3	1.15550382669835e-40	0.464695521013803	0.729	0.617	3.01482503423867e-36	Plasma B cells	SSR3
RAC22	1.6203617950566e-40	0.349809172308735	0.418	0.251	4.22768595948219e-36	Plasma B cells	RAC2
RABAC11	3.4315915055298e-38	0.351545740184976	0.405	0.259	8.9533653970778e-34	Plasma B cells	RABAC1
SELENOK	1.73973390571048e-37	0.455778897117471	0.691	0.562	4.53913973338922e-33	Plasma B cells	SELENOK
SUB11	1.2587161103291e-35	0.802020200203033	0.886	0.839	3.28411620345966e-31	Plasma B cells	SUB1
DERL1	4.21545621901679e-35	0.291034327441626	0.388	0.244	1.09985468210367e-30	Plasma B cells	DERL1
SMCHD11	4.70076413210383e-35	0.485791555966553	0.38	0.247	1.22647636970721e-30	Plasma B cells	SMCHD1
BLNK	7.11745054667501e-35	0.270091546791673	0.296	0.166	1.85701402213298e-30	Plasma B cells	BLNK
SRM	5.11975774626523e-34	0.38192983244845	0.32	0.191	1.33579599357806e-29	Plasma B cells	SRM
DANCR	9.03237649867534e-34	0.265122695667223	0.287	0.158	2.35663735226938e-29	Plasma B cells	DANCR
CREB3L2	9.76248972846549e-33	0.264383239542773	0.277	0.156	2.54713119505393e-28	Plasma B cells	CREB3L2
SPCS21	5.99859246087674e-32	0.370996163901595	0.681	0.576	1.56509275896735e-27	Plasma B cells	SPCS2
HIST1H1C2	2.43499891511947e-29	0.279196435686526	0.68	0.541	6.3531556694382e-25	Plasma B cells	HIST1H1C
HIST1H1E1	1.16970663325873e-28	0.7232489121559	0.331	0.214	3.05188157683536e-24	Plasma B cells	HIST1H1E
SELENOS	2.51048719751337e-26	0.337316729109819	0.612	0.488	6.55011214703215e-22	Plasma B cells	SELENOS
RPL22L11	1.13700583828137e-25	0.350777488271695	0.456	0.33	2.96656193265992e-21	Plasma B cells	RPL22L1
CLPTM1L	2.54449114837728e-25	0.312644917443494	0.406	0.284	6.63883185523116e-21	Plasma B cells	CLPTM1L
NCOA31	3.252796835108e-25	0.274384655958827	0.291	0.179	8.48687222248029e-21	Plasma B cells	NCOA3
SEL1L	9.58884003316956e-22	0.297895847080591	0.44	0.332	2.50182425305427e-17	Plasma B cells	SEL1L
PPIB1	2.9028423140833e-21	0.817990793667873	0.899	0.87	7.57380588167473e-17	Plasma B cells	PPIB
RPS82	8.64296476691547e-21	0.388084561810033	0.975	0.965	2.25503593733592e-16	Plasma B cells	RPS8
SEC61A1	1.45315698034409e-20	0.262768268653431	0.366	0.26	3.79143187741576e-16	Plasma B cells	SEC61A1
RPL7A2	3.27818516726837e-19	0.314238681416088	0.965	0.942	8.55311291991991e-15	Plasma B cells	RPL7A
RGS12	1.76029815606384e-18	0.327976458382017	0.586	0.47	4.59279391898616e-14	Plasma B cells	RGS1
MAN1A1	2.81907719638384e-18	0.306305944240382	0.408	0.31	7.35525431308507e-14	Plasma B cells	MAN1A1
ATF41	2.87571687854681e-18	0.252041432913299	0.516	0.412	7.50303290781648e-14	Plasma B cells	ATF4
MYDGF1	2.17466831709445e-16	0.427200558460564	0.688	0.63	5.67392710613112e-12	Plasma B cells	MYDGF
ZNF706	4.43698606880724e-16	0.255793477697793	0.593	0.5	1.1576540352125e-11	Plasma B cells	ZNF706
COPE1	6.39366881065244e-15	0.380058118575282	0.643	0.585	1.66817212938733e-10	Plasma B cells	COPE
EEF1B21	4.32187758007891e-14	0.286964779748685	0.899	0.876	1.12762107941839e-09	Plasma B cells	EEF1B2
SEC61G	6.24948135826959e-14	0.295106554667816	0.666	0.601	1.63055218118612e-09	Plasma B cells	SEC61G
RPS51	2.25033741806206e-12	0.338865879414892	0.933	0.93	5.87135535746572e-08	Plasma B cells	RPS5
MTDH	4.65186057767125e-12	0.349988765330502	0.614	0.578	1.21371694332021e-07	Plasma B cells	MTDH
RPL36AL1	7.38297631562696e-12	0.26084062791257	0.87	0.843	1.92629235051023e-07	Plasma B cells	RPL36AL
RPL133	2.19832361838427e-11	0.289799287802283	0.995	0.991	5.7356461527264e-07	Plasma B cells	RPL13
MALAT12	8.68048404162497e-11	0.458775751776283	1	0.998	2.26482509130037e-06	Plasma B cells	MALAT1
RPLP01	2.87078293258153e-10	0.250284135883833	0.977	0.98	7.49015974939847e-06	Plasma B cells	RPLP0
CD522	3.46846274884215e-10	0.581722352484948	0.453	0.367	9.04956615800405e-06	Plasma B cells	CD52
RPL81	6.07313200084691e-10	0.312175714734319	0.971	0.97	1.58454087034097e-05	Plasma B cells	RPL8
PTPN1	6.80478211097519e-10	0.319405430661486	0.331	0.266	1.77543570057454e-05	Plasma B cells	PTPN1
RPS112	2.73424703952535e-09	0.305158097090811	0.963	0.959	7.13392395082558e-05	Plasma B cells	RPS11
HIST1H4C1	3.86864231211684e-05	0.330509983956091	0.581	0.529	1	Plasma B cells	HIST1H4C
RPS182	0.000216718171645911	0.406923051473838	0.977	0.995	1	Plasma B cells	RPS18
AL591485.11	0.000828236633719153	0.337187197812277	0.227	0.29	1	Plasma B cells	AL591485.1
ACTA2	0	6.54000218690394	0.981	0.117	0	Myofibroblasts	ACTA2
RGS5	0	6.01316151297381	0.957	0.056	0	Myofibroblasts	RGS5
TAGLN	0	5.84601425894017	0.96	0.056	0	Myofibroblasts	TAGLN
MYL9	0	5.06672803671171	0.984	0.048	0	Myofibroblasts	MYL9
ADIRF	0	4.44531034736842	0.877	0.166	0	Myofibroblasts	ADIRF
IGFBP71	0	4.27743726030397	0.994	0.317	0	Myofibroblasts	IGFBP7
TPM2	0	4.07616705338952	0.964	0.052	0	Myofibroblasts	TPM2
NDUFA4L2	0	4.06912444063454	0.917	0.025	0	Myofibroblasts	NDUFA4L2
MYLK	0	3.52824716470905	0.958	0.121	0	Myofibroblasts	MYLK
DSTN1	0	3.42711041251384	0.979	0.548	0	Myofibroblasts	DSTN
SPARCL11	0	3.40911377876193	0.923	0.163	0	Myofibroblasts	SPARCL1
MYH11	0	3.40450241350149	0.749	0.009	0	Myofibroblasts	MYH11
CALD11	0	3.38767056443892	0.999	0.448	0	Myofibroblasts	CALD1
TPM1	0	3.31524554614783	0.981	0.307	0	Myofibroblasts	TPM1
MGP1	0	3.31269350086881	0.93	0.082	0	Myofibroblasts	MGP
SPARC1	0	3.25462395781579	0.988	0.181	0	Myofibroblasts	SPARC
PPP1R14A1	0	2.97202710966796	0.928	0.074	0	Myofibroblasts	PPP1R14A
ACTG2	0	2.80850553744471	0.592	0.007	0	Myofibroblasts	ACTG2
SEPT4	0	2.77113351195127	0.899	0.107	0	Myofibroblasts	SEPT4
MFGE8	0	2.7627993684474	0.94	0.03	0	Myofibroblasts	MFGE8
PLAC9	0	2.71974750946089	0.919	0.016	0	Myofibroblasts	PLAC9
COL1A2	0	2.6946163709363	0.77	0.014	0	Myofibroblasts	COL1A2
CSRP2	0	2.68489389777067	0.812	0.2	0	Myofibroblasts	CSRP2
COL3A1	0	2.67170262476256	0.737	0.009	0	Myofibroblasts	COL3A1
MCAM1	0	2.6157939223315	0.891	0.069	0	Myofibroblasts	MCAM
SOD3	0	2.52196618950157	0.796	0.021	0	Myofibroblasts	SOD3
GPX31	0	2.47365377243586	0.981	0.521	0	Myofibroblasts	GPX3
FRZB	0	2.41624116116213	0.834	0.006	0	Myofibroblasts	FRZB
JAG11	0	2.40874866014953	0.824	0.049	0	Myofibroblasts	JAG1
C11orf961	0	2.40815541074218	0.656	0.075	0	Myofibroblasts	C11orf96
COL14A1	0	2.40544100884603	0.759	0.004	0	Myofibroblasts	COL14A1
CRIP21	0	2.34421110921725	0.934	0.199	0	Myofibroblasts	CRIP2
COL1A1	0	2.31909321525249	0.455	0.009	0	Myofibroblasts	COL1A1
BGN	0	2.27006517615303	0.867	0.026	0	Myofibroblasts	BGN
SELENOM1	0	2.22403085922087	0.808	0.13	0	Myofibroblasts	SELENOM
SELENOW1	0	2.20038990299927	0.967	0.456	0	Myofibroblasts	SELENOW
COX4I2	0	2.18923687796934	0.69	0.004	0	Myofibroblasts	COX4I2
LGALS11	0	2.18009422816494	0.992	0.64	0	Myofibroblasts	LGALS1
LBH2	0	2.17641106359484	0.809	0.084	0	Myofibroblasts	LBH
FABP4	0	2.1739699898036	0.578	0.053	0	Myofibroblasts	FABP4
RERGL	0	2.16361780044454	0.548	0.018	0	Myofibroblasts	RERGL
CSRP1	0	2.12604699959187	0.844	0.23	0	Myofibroblasts	CSRP1
THY11	0	2.11721079960519	0.483	0.061	0	Myofibroblasts	THY1
COL4A11	0	2.11537894680395	0.872	0.13	0	Myofibroblasts	COL4A1
HIGD1B	0	2.10175270309809	0.644	0.004	0	Myofibroblasts	HIGD1B
CAV11	0	2.07021983711832	0.917	0.223	0	Myofibroblasts	CAV1
MYL62	0	2.06615616817578	1	0.987	0	Myofibroblasts	MYL6
CAVIN11	0	2.05563357621199	0.843	0.081	0	Myofibroblasts	CAVIN1
TPM42	0	2.05339239183856	0.964	0.482	0	Myofibroblasts	TPM4
DCN	0	2.04823224102106	0.607	0.006	0	Myofibroblasts	DCN
MAP1B1	0	2.00222787875249	0.84	0.037	0	Myofibroblasts	MAP1B
GUCY1B1	0	1.99758950048606	0.82	0.03	0	Myofibroblasts	GUCY1B1
SEPT72	0	1.97352243481645	0.977	0.637	0	Myofibroblasts	SEPT7
TPPP3	0	1.96882355059107	0.7	0.012	0	Myofibroblasts	TPPP3
LHFPL6	0	1.95963583600819	0.813	0.032	0	Myofibroblasts	LHFPL6
LMOD1	0	1.93877993067789	0.719	0.004	0	Myofibroblasts	LMOD1
NOTCH3	0	1.90673300464093	0.75	0.007	0	Myofibroblasts	NOTCH3
FLNA1	0	1.89890925023619	0.83	0.176	0	Myofibroblasts	FLNA
CRYAB	0	1.88879082223558	0.726	0.014	0	Myofibroblasts	CRYAB
GJA41	0	1.88602506620082	0.749	0.037	0	Myofibroblasts	GJA4
SLIT3	0	1.87547138419543	0.706	0.004	0	Myofibroblasts	SLIT3
MGST31	0	1.8643022485843	0.959	0.619	0	Myofibroblasts	MGST3
VIM3	0	1.85690441202409	0.987	0.501	0	Myofibroblasts	VIM
MAP3K20	0	1.85351890581322	0.79	0.189	0	Myofibroblasts	MAP3K20
COL18A11	0	1.83518549609382	0.85	0.258	0	Myofibroblasts	COL18A1
PLN	0	1.8165290800572	0.485	0.004	0	Myofibroblasts	PLN
COL4A21	0	1.79059694266223	0.8	0.107	0	Myofibroblasts	COL4A2
PHLDA2	0	1.78782766930207	0.622	0.112	0	Myofibroblasts	PHLDA2
ITGA11	0	1.78176661604854	0.837	0.265	0	Myofibroblasts	ITGA1
CASQ2	0	1.78093231865289	0.622	0.003	0	Myofibroblasts	CASQ2
CAVIN3	0	1.73602753300395	0.753	0.041	0	Myofibroblasts	CAVIN3
HCFC1R1	0	1.719657364897	0.799	0.264	0	Myofibroblasts	HCFC1R1
PHLDA1	0	1.70287236545188	0.828	0.205	0	Myofibroblasts	PHLDA1
CNN1	0	1.69567460694812	0.509	0.002	0	Myofibroblasts	CNN1
EHD2	0	1.68231568296504	0.76	0.029	0	Myofibroblasts	EHD2
RCAN2	0	1.66915833684509	0.7	0.008	0	Myofibroblasts	RCAN2
FILIP1L	0	1.66847551746525	0.754	0.106	0	Myofibroblasts	FILIP1L
COLEC11	0	1.66626163827328	0.461	0.01	0	Myofibroblasts	COLEC11
ITGB11	0	1.66499390437583	0.951	0.532	0	Myofibroblasts	ITGB1
PGF	0	1.65824882265263	0.683	0.009	0	Myofibroblasts	PGF
ADAMTS1	0	1.64499280150006	0.608	0.033	0	Myofibroblasts	ADAMTS1
TGFB1I1	0	1.64380089535012	0.73	0.022	0	Myofibroblasts	TGFB1I1
COL6A21	0	1.6337009801929	0.647	0.037	0	Myofibroblasts	COL6A2
COX7A11	0	1.59515403928239	0.742	0.045	0	Myofibroblasts	COX7A1
PLA2G5	0	1.59248978045622	0.654	0.006	0	Myofibroblasts	PLA2G5
FILIP11	0	1.56217385517262	0.702	0.057	0	Myofibroblasts	FILIP1
VCL	0	1.55631471463696	0.768	0.105	0	Myofibroblasts	VCL
CPE	0	1.55567023944455	0.678	0.092	0	Myofibroblasts	CPE
HSPB6	0	1.52901310177116	0.645	0.009	0	Myofibroblasts	HSPB6
EPS8	0	1.51543104497224	0.831	0.279	0	Myofibroblasts	EPS8
CCDC102B	0	1.51419847026572	0.604	0.045	0	Myofibroblasts	CCDC102B
FHL11	0	1.50043871525912	0.634	0.066	0	Myofibroblasts	FHL1
MEF2C2	0	1.49804460454593	0.84	0.294	0	Myofibroblasts	MEF2C
ENPEP	0	1.47763268197986	0.695	0.1	0	Myofibroblasts	ENPEP
MTHFD21	0	1.47660037183838	0.724	0.148	0	Myofibroblasts	MTHFD2
IGFBP5	0	1.47191518747041	0.563	0.017	0	Myofibroblasts	IGFBP5
MSRB3	0	1.46866632333617	0.673	0.019	0	Myofibroblasts	MSRB3
ISYNA1	0	1.46712329740108	0.68	0.033	0	Myofibroblasts	ISYNA1
HES4	0	1.46673909913269	0.485	0.04	0	Myofibroblasts	HES4
TIMP31	0	1.4662870218801	0.703	0.172	0	Myofibroblasts	TIMP3
LPP	0	1.45200149356867	0.736	0.25	0	Myofibroblasts	LPP
NEXN	0	1.44175228805313	0.597	0.013	0	Myofibroblasts	NEXN
COL6A1	0	1.4183114361257	0.468	0.057	0	Myofibroblasts	COL6A1
ANGPT2	0	1.40934944026221	0.63	0.025	0	Myofibroblasts	ANGPT2
SMOC2	0	1.40546009550208	0.589	0.003	0	Myofibroblasts	SMOC2
PALLD	0	1.3944479459712	0.677	0.097	0	Myofibroblasts	PALLD
LAMA41	0	1.39363328981934	0.615	0.099	0	Myofibroblasts	LAMA4
PDGFRB	0	1.389964800434	0.618	0.006	0	Myofibroblasts	PDGFRB
UACA1	0	1.38901324654244	0.659	0.172	0	Myofibroblasts	UACA
PDLIM11	0	1.38009935018651	0.821	0.309	0	Myofibroblasts	PDLIM1
PTP4A3	0	1.37945415444185	0.554	0.02	0	Myofibroblasts	PTP4A3
PPP1R12B	0	1.35740450512346	0.625	0.054	0	Myofibroblasts	PPP1R12B
MAP3K7CL	0	1.35432867858073	0.536	0.035	0	Myofibroblasts	MAP3K7CL
APOLD11	0	1.35014028826547	0.688	0.155	0	Myofibroblasts	APOLD1
GUCY1A1	0	1.34757362718702	0.678	0.041	0	Myofibroblasts	GUCY1A1
SYNPO2	0	1.34734303166966	0.615	0.006	0	Myofibroblasts	SYNPO2
ITM2C1	0	1.34568116537265	0.665	0.158	0	Myofibroblasts	ITM2C
SYTL2	0	1.33499165674104	0.656	0.025	0	Myofibroblasts	SYTL2
TINAGL11	0	1.3295232540259	0.719	0.075	0	Myofibroblasts	TINAGL1
